index,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
627126,2020,1,19,23,0,6156T MAIN ST,Sunset,492613.3029,5452903.5362
315688,2020,6,23,13,19,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679
618849,2020,5,18,5,45,5XX COMMODORE RD,Fairview,491554.0998,5457207.9407
119919,2020,7,26,2,0,11XX HARO ST,West End,490746.6786,5459115.701
809264,2020,6,10,17,59,W 71ST AVE / GRANVILLE ST,Marpole,489759.0,5450484.0
117301,2020,3,24,23,17,10XX QUEBEC ST,Central Business District,492582.3774,5458114.9636
566794,2020,9,20,11,30,2XX ALEXANDER ST,Strathcona,492867.903,5459044.7708
348339,2020,11,28,20,39,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
267200,2020,4,1,20,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
96945,2020,12,30,11,30,55XX MANSON ST,South Cambie,491316.2508,5453553.865
200214,2020,1,8,22,3,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
248536,2020,7,12,7,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
306946,2020,12,23,10,44,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494582.9972,5455088.5106
551530,2020,5,6,20,0,23XX MCGILL ST,Grandview-Woodland,495876.9584,5459514.2619
808703,2020,9,30,11,48,W 4TH AVE / COLLINGWOOD ST,Kitsilano,486778.0,5457327.0
426894,2020,1,27,13,23,7XX DUNSMUIR ST,Central Business District,491511.6366,5459023.6766
98079,2020,2,25,22,40,58XX LANCASTER ST,Killarney,496956.7625,5453091.1557
559674,2020,2,5,18,0,26XX WATERLOO ST,Kitsilano,486919.9536,5456750.1535
668423,2020,1,20,18,0,9XX MAINLAND ST,Central Business District,491371.1736,5458249.1216
51227,2020,10,2,19,16,13XX PENDRELL ST,West End,490213.2882,5459026.1567
27244,2020,3,22,4,0,3XX W 2ND AVE,Mount Pleasant,491879.8884,5457271.5064
470480,2020,5,22,16,0,KEEFER ST / QUEBEC ST,Central Business District,492569.9922,5458508.4775
410861,2020,3,6,17,30,68XX MAIN ST,Sunset,492597.5728,5452219.4202
153919,2020,6,21,7,1,2XX E 2ND AVE,Mount Pleasant,492707.0305,5457367.6303
195958,2020,10,9,17,15,8XX HOMER ST,Central Business District,491437.7304,5458462.7554
527846,2020,3,2,10,13,18XX W 37TH AVE,Shaughnessy,489242.4735,5453937.7942
582262,2020,3,16,0,0,35XX ARBUTUS ST,Arbutus Ridge,488862.7565,5455817.096
543135,2020,10,7,1,0,20XX QUILCHENA PL,Arbutus Ridge,488923.9901,5454342.908
238481,2020,2,2,16,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
241924,2020,3,24,8,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
278286,2020,4,21,0,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
16651,2020,11,3,8,29,21XX CAROLINA ST,Mount Pleasant,493383.61,5457004.3401
785186,2020,3,18,11,8,16XX BLOCK WESTERN ST,Strathcona,492730.0,5457553.0
9593,2020,2,9,20,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
245248,2020,4,3,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
526462,2020,3,1,22,0,18XX GRAVELEY ST,Grandview-Woodland,495130.0728,5457523.2606
805084,2020,11,11,23,36,RUPERT ST / EUCLID AVE,Renfrew-Collingwood,497120.0,5454006.0
620976,2020,12,26,16,20,5XX HORNBY ST,Central Business District,491458.9263,5459209.1978
649017,2020,12,1,14,0,7XX W 14TH AVE,Fairview,491215.9915,5456217.2932
40178,2020,3,20,15,0,8X W BROADWAY AVE,Mount Pleasant,492247.2426,5456698.7018
190692,2020,5,24,7,27,7XX MAIN ST,Central Business District,492736.5846,5458390.7263
380892,2020,2,1,12,55,3XX SW MARINE DR,Marpole,491713.3287,5450934.4296
477061,2020,7,5,14,43,10XX ALBERNI ST,West End,491059.4824,5459122.4178
687747,2020,10,9,19,0,E 5TH AVE / NANAIMO ST,Grandview-Woodland,495883.2407,5457016.5688
143559,2020,10,1,16,30,21XX W 3RD AVE,Kitsilano,488879.8862,5457369.4484
593550,2020,1,31,8,0,3XX W 12TH AVE,Mount Pleasant,491869.4298,5456402.0514
277831,2020,6,9,17,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
339650,2020,2,6,16,30,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
429764,2020,11,14,19,14,7XX GRANVILLE ST,Central Business District,491298.0417,5458760.5655
590330,2020,2,6,5,45,3XX E 18TH AVE,Riley Park,492873.4172,5455785.0454
539047,2020,1,21,0,15,1XX W HASTINGS ST,Central Business District,492153.9128,5458821.1531
162054,2020,9,7,21,10,36XX VANNESS AVE,Renfrew-Collingwood,498095.6417,5453645.0094
665457,2020,12,13,23,44,9XX BURRARD ST,Central Business District,490952.141,5458832.437
721723,2020,5,1,21,58,2XX E CORDOVA ST,Strathcona,492761.2975,5458837.2714
209668,2020,11,4,14,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
632992,2020,8,14,5,53,6XX DENMAN ST,Central Business District,490323.3933,5460036.4668
702763,2020,2,25,22,0,W 4TH AVE / WATERLOO ST,Kitsilano,486926.3335,5457323.8885
223678,2020,11,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
486214,2020,7,19,19,15,10XX W PENDER ST,Central Business District,491334.3085,5459373.6824
501087,2020,1,28,8,17,12XX TECUMSEH AVE,Fairview,490408.1533,5456050.658
212477,2020,9,3,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
401481,2020,11,12,8,58,5XX GRANVILLE ST,Central Business District,491556.8225,5459008.1222
182395,2020,6,25,22,5,64XX SALISH DR,Musqueam,485651.5347,5452856.0934
512148,2020,7,13,16,30,14XX W 32ND AVE,Shaughnessy,489892.4287,5454564.5101
179252,2020,10,24,6,7,5XX MAIN ST,Central Business District,492744.0392,5458625.1196
628239,2020,2,26,9,0,63XX COMMERCIAL ST,Victoria-Fraserview,495024.6532,5452599.3562
390270,2020,2,25,11,34,4XX GRANVILLE ST,Central Business District,491648.2271,5459113.222
87564,2020,12,22,11,40,3XX E 28TH AVE,Riley Park,492897.6013,5454773.6056
334751,2020,7,20,16,0,20XX WHYTE AVE,Kitsilano,489032.16,5458075.9469
356357,2020,12,10,13,55,2XX PRINCESS AVE,Strathcona,493356.5076,5458900.9652
517961,2020,11,20,23,0,16XX CYPRESS ST,Kitsilano,489238.8672,5457586.1275
398744,2020,3,31,16,44,5XX ABBOTT ST,Central Business District,492169.9037,5458666.2204
226908,2020,8,14,2,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
179501,2020,3,22,11,20,5XX POWELL ST,Strathcona,493303.5422,5458921.3446
134706,2020,7,12,23,0,18XX RENFREW ST,Hastings-Sunrise,496786.2507,5457288.9742
274750,2020,11,11,23,0,OFFSET TO PROTECT PRIVACY,Shaughnessy,0.0,0.0
289171,2020,1,24,14,13,11XX ALBERNI ST,West End,490992.3928,5459189.5043
649243,2020,10,6,8,1,7XX W 27TH AVE,South Cambie,491118.3301,5454931.9436
619915,2020,4,4,11,20,5XX E GEORGIA ST,Strathcona,493202.78,5458411.5669
617473,2020,6,27,21,20,5XX ABBOTT ST,Central Business District,492179.8298,5458699.2121
394293,2020,1,21,13,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
332180,2020,6,15,14,43,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
13000,2020,7,14,6,30,19XX COMOX ST,West End,489682.1658,5459720.7902
244039,2020,7,1,9,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
290103,2020,3,13,11,30,11XX BUTE ST,West End,490346.8568,5458842.2591
610788,2020,9,4,16,0,54XX ORMIDALE ST,Renfrew-Collingwood,498197.8355,5453524.1636
727942,2020,10,8,11,20,5XX E 1ST AVE,Strathcona,493198.0224,5457292.5313
247464,2020,11,16,1,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
263091,2020,11,26,14,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
601091,2020,3,6,13,0,48XX SLOCAN ST,Renfrew-Collingwood,496106.8312,5454193.14
109404,2020,4,3,16,26,81XX CAMBIE ST,Marpole,491457.4096,5450844.625
27850,2020,4,28,18,0,40XX ASH ST,South Cambie,491378.2355,5455171.0609
758248,2020,8,18,23,0,29XX E 3RD AVE,Hastings-Sunrise,496789.8341,5457200.0809
524460,2020,2,13,13,0,17XX W 4TH AVE,Fairview,489522.6098,5457260.903
487982,2020,3,5,19,30,11XX DAVIE ST,West End,490359.3808,5458726.4785
216891,2020,12,22,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
300615,2020,2,17,20,34,12XX MELVILLE ST,Central Business District,490884.6131,5459551.5798
672390,2020,10,24,8,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
35437,2020,11,16,4,22,6XX E 15TH AVE,Mount Pleasant,493431.8331,5456054.3172
13298,2020,6,18,20,0,19XX POWELL ST,Grandview-Woodland,495344.0416,5459127.5862
232573,2020,12,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
359399,2020,5,22,14,27,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.2411
47512,2020,3,13,22,51,11XX PENDRELL ST,West End,490429.5156,5458824.5488
396513,2020,1,20,11,29,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.0583,5453412.7707
270913,2020,6,5,0,0,OFFSET TO PROTECT PRIVACY,Arbutus Ridge,0.0,0.0
165405,2020,11,30,5,43,3XX HELMCKEN ST,Central Business District,491210.8478,5458126.4515
469404,2020,11,10,20,57,GRANVILLE ST / W PENDER ST,Central Business District,491647.8262,5459106.3331
383531,2020,1,14,14,14,3XX WATER ST,Central Business District,492015.1192,5459093.1141
429626,2020,11,2,16,4,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
118437,2020,1,29,14,37,11XX ALBERNI ST,West End,490992.3928,5459189.5043
214126,2020,6,26,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
717474,2020,6,14,11,1,20XX W 10TH AVE,Kitsilano,488985.9436,5456690.3917
358356,2020,1,26,19,30,30XX SLOCAN ST,Renfrew-Collingwood,496391.3972,5455973.1559
200938,2020,4,5,6,15,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8573,5457272.9884
648892,2020,9,15,19,0,7XX UNION ST,Strathcona,493485.6475,5458311.0195
123135,2020,10,26,18,17,12XX HOWE ST,Central Business District,490688.3917,5458292.4886
329649,2020,12,14,16,30,1XX W 1ST AVE,Mount Pleasant,492232.132,5457492.2631
243140,2020,7,5,12,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
1464,2020,4,5,21,0,10XX MARINASIDE CRES,Central Business District,491613.9262,5457845.8848
18685,2020,2,26,8,23,24XX NANAIMO ST,Hastings-Sunrise,495888.4048,5456682.3883
73438,2020,7,18,22,0,27XX CHEYENNE AVE,Renfrew-Collingwood,496442.0419,5454311.7636
705370,2020,4,26,1,19,X SMITHE MEWS,Central Business District,491866.05,5457878.5043
4994,2020,4,8,1,15,12XX FRANKLIN ST,Strathcona,494270.9585,5458835.2701
535293,2020,1,17,12,30,1XX MILROSS AVE,Central Business District,492707.3757,5458143.2828
558885,2020,9,12,12,0,26XX OXFORD ST,Hastings-Sunrise,496241.1404,5459211.9248
456478,2020,8,16,17,26,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
261267,2020,1,4,14,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
317869,2020,11,20,10,19,17XX E BROADWAY AV,Kensington-Cedar Cottage,495037.9953,5456613.9613
619556,2020,8,19,3,0,5XX E 59TH AVE,Sunset,493232.3439,5451529.9031
37622,2020,2,14,16,1,7XX E 57TH AVE,Sunset,493393.264,5451719.8481
232527,2020,5,25,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
89060,2020,4,4,21,36,40XX W 29TH AVE,Dunbar-Southlands,485852.0188,5454839.8795
442929,2020,2,16,4,5,8X NELSON ST,Central Business District,491570.7712,5458020.084
416729,2020,9,12,18,0,6XX GRANVILLE ST,Central Business District,491532.4734,5458983.586
648645,2020,6,17,18,10,7XX TERMINAL AVE,Strathcona,493575.9538,5457551.1965
424132,2020,1,31,17,40,7XX BURRARD ST,Central Business District,491116.9076,5458995.6338
757999,2020,6,7,9,0,28XX W 19TH AVE,Arbutus Ridge,487783.7451,5455869.0335
722801,2020,4,13,20,0,33XX COLLINGWOOD ST,Dunbar-Southlands,486773.7501,5456048.6458
570760,2020,8,31,3,39,2XX UNION ST,Strathcona,492756.6405,5458325.2868
487495,2020,1,25,23,0,11XX BURRARD ST,West End,490650.859,5458542.2256
272268,2020,8,2,20,0,OFFSET TO PROTECT PRIVACY,Kerrisdale,0.0,0.0
34309,2020,4,22,7,38,61XX EAST BLVD,Kerrisdale,488708.1968,5453067.1811
77125,2020,1,17,19,45,2XX DUNLEVY AVE,Strathcona,493061.6216,5458905.949
101868,2020,6,30,2,0,63XX LABURNUM ST,Kerrisdale,489019.4505,5452835.4532
387419,2020,8,26,4,3,46XX W 14TH AVE,West Point Grey,484419.5525,5456416.7271
114938,2020,12,31,19,0,10XX BURRARD ST,West End,490729.8291,5458622.3417
617393,2020,1,30,12,0,5XX ABBOTT ST,Central Business District,492177.9989,5458621.7274
664599,2020,1,13,8,30,9X W PENDER ST,Central Business District,492183.8782,5458709.2725
63996,2020,10,25,17,30,20XX E 3RD AVE,Grandview-Woodland,495422.9418,5457216.7493
748213,2020,3,3,20,0,17XX E 32ND AVE,Kensington-Cedar Cottage,494846.8278,5454310.3531
502686,2020,6,13,20,0,13XX BEACH AVE,West End,489860.3206,5458766.6606
272466,2020,2,13,21,0,OFFSET TO PROTECT PRIVACY,Kitsilano,0.0,0.0
705680,2020,10,6,8,28,10XX BEACH AVE,Central Business District,490269.91,5458141.1263
436276,2020,10,23,16,31,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
129252,2020,1,15,3,0,15XX MARINER WALK,Fairview,489855.7575,5457511.3968
636909,2020,3,9,12,25,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68
286541,2020,11,6,17,49,10XX ROBSON ST,West End,491004.6735,5459024.7773
140138,2020,7,8,13,9,1XX W HASTINGS ST,Central Business District,492137.3762,5458826.1253
85063,2020,2,26,21,59,36XX PUGET DR,Dunbar-Southlands,487262.6088,5455720.9234
680952,2020,9,3,23,45,CARTIER ST / W 49TH AVE,Oakridge,489992.144,5452686.6099
202330,2020,4,17,23,55,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6688,5458702.2878
220329,2020,5,20,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
21367,2020,1,16,5,26,29XX W BROADWAY AVE,Kitsilano,487566.9746,5456826.5458
2649,2020,11,6,6,43,11XX DAVIE ST,West End,490425.6625,5458658.8553
720927,2020,3,16,14,30,28XX W 19TH AVE,Arbutus Ridge,487722.0433,5455869.5678
358343,2020,10,5,12,0,30XX RUPERT ST,Renfrew-Collingwood,497550.5752,5456069.3625
661916,2020,2,6,1,25,8XX SEYMOUR ST,Central Business District,491305.2975,5458608.1544
12906,2020,1,8,23,21,19XX ALBERNI ST,West End,490090.1449,5460087.6266
23251,2020,5,5,2,20,30XX GRANDVIEW HWY,Renfrew-Collingwood,497076.9857,5456156.873
340058,2020,1,27,12,58,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
339674,2020,9,1,19,0,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
319770,2020,4,7,15,35,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2061,5456613.9743
310140,2020,2,12,23,0,15XX GRANVILLE ST,Central Business District,490470.8959,5457929.2153
712276,2020,7,16,18,0,15XX W 8TH AVE,Fairview,489772.0271,5456868.6126
555808,2020,7,29,22,0,25XX E KENT AVE N,Killarney,495924.2185,5450334.8994
47481,2020,8,18,11,19,11XX PACIFIC ST,West End,490166.7003,5458460.3538
172333,2020,5,10,6,15,4XX PACIFIC ST,Central Business District,490837.9614,5457812.826
36925,2020,2,4,22,0,72XX FRASER ST,Sunset,493373.0844,5451740.2124
181146,2020,1,22,7,42,5XX W HASTINGS ST,Central Business District,491849.6585,5459043.977
712359,2020,8,28,0,0,1600D BEACH AVE,West End,489679.4415,5458940.0624
467370,2020,2,28,20,0,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6086,5458719.8515
621463,2020,6,7,16,0,5XX MCLEAN DR,Grandview-Woodland,494613.7101,5458561.7079
43617,2020,5,2,7,5,BIRCH ST / W 8TH AVE,Fairview,490273.3149,5456859.8288
596050,2020,10,11,17,30,41XX W 15TH AVE,West Point Grey,485553.8189,5456283.3822
54833,2020,7,10,8,0,15XX W 12TH AVE,Fairview,489788.6559,5456465.5814
476225,2020,8,10,12,45,X NK_LOC ST,Strathcona,492757.4868,5458792.469
248509,2020,12,27,20,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
731602,2020,2,27,22,45,7XX UNION ST,Strathcona,493521.265,5458310.3095
387195,2020,6,9,4,20,45XX W 6TH AVE,West Point Grey,484719.585,5457197.1979
713417,2020,9,1,20,0,16XX W 3RD AVE,Fairview,489693.5056,5457356.0259
262372,2020,8,1,1,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
367747,2020,10,1,13,0,34XX MATAPAN CRES,Renfrew-Collingwood,497911.9342,5456051.8363
147316,2020,9,4,17,15,24XX W 2ND AVE,Kitsilano,488324.9842,5457481.4877
307073,2020,8,12,8,0,14XX HOWE ST,Central Business District,490436.0475,5458026.7
98001,2020,7,22,19,0,58XX CYPRESS ST,Kerrisdale,489137.7064,5453406.0551
223364,2020,1,15,16,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
634270,2020,2,14,23,30,6XX FELLOWES ST,Hastings-Sunrise,498133.0422,5459835.8292
668693,2020,2,9,12,58,9XX POWELL ST,Strathcona,493890.303,5458882.5974
503862,2020,11,7,12,0,13XX E 61ST AVE,Sunset,494172.9019,5451317.6497
582245,2020,4,26,19,0,35XX ADANAC ST,Hastings-Sunrise,498034.1411,5458292.6527
717958,2020,7,21,3,36,21XX W 32ND AVE,Arbutus Ridge,488658.1069,5454483.5305
255457,2020,10,19,7,0,OFFSET TO PROTECT PRIVACY,Sunset,0.0,0.0
669208,2020,2,24,18,0,9XX SEYMOUR ST,Central Business District,491153.9408,5458456.2365
493260,2020,11,17,9,30,11XX SEYMOUR ST,Central Business District,490894.3286,5458208.1336
615849,2020,9,5,5,19,5X KEEFER PL,Central Business District,492248.5734,5458541.2202
361332,2020,8,1,8,51,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
591389,2020,7,14,12,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
579253,2020,10,13,22,45,33XX W 28TH AVE,Dunbar-Southlands,486956.892,5454942.8162
324082,2020,3,16,17,0,18XX W 1ST AVE,Kitsilano,489413.2806,5457550.8592
118678,2020,4,4,23,56,11XX BURNABY ST,West End,490370.5353,5458557.7347
186041,2020,1,8,22,40,6XX RICHARDS ST,Central Business District,491675.3442,5458845.2428
205258,2020,4,11,22,0,E 6TH AVE / WINDERMERE ST,Hastings-Sunrise,497344.729,5456884.4434
395891,2020,9,20,12,0,56XX SENLAC ST,Renfrew-Collingwood,497557.5328,5453305.0862
575724,2020,1,25,17,0,32XX COLERIDGE AVE,Killarney,497229.7789,5452609.319
91440,2020,3,3,17,0,45XX W 11TH AVE,West Point Grey,484760.2795,5456701.6626
336172,2020,1,16,17,11,21XX W 4TH AVE,Kitsilano,488820.1841,5457270.0492
758581,2020,2,21,1,43,29XX VENABLES ST,Hastings-Sunrise,496801.2164,5458181.8819
5288,2020,5,25,16,0,12XX HOWE ST,Central Business District,490670.6282,5458274.6947
802051,2020,8,24,12,39,MAIN ST / E 2ND AVE,Mount Pleasant,492668.0,5457381.0
694362,2020,10,11,22,0,HOWE ST / W CORDOVA ST,Central Business District,491719.4824,5459323.8086
729379,2020,4,14,9,30,6XX ABBOTT ST,Central Business District,492167.2364,5458548.1315
273150,2020,10,18,5,0,OFFSET TO PROTECT PRIVACY,Kerrisdale,0.0,0.0
788430,2020,9,13,15,41,39XX BLOCK GLADSTONE ST,Kensington-Cedar Cottage,495602.0,5455249.0
121890,2020,1,21,11,15,12XX BURNABY ST,West End,490193.3363,5458732.4223
126495,2020,2,1,14,0,14XX BURRARD ST,Central Business District,490290.355,5458175.4762
620500,2020,1,24,17,19,5XX HORNBY ST,Central Business District,491419.9405,5459155.1873
723772,2020,9,22,18,15,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
324115,2020,7,26,19,0,18XX W 3RD AVE,Kitsilano,489368.1517,5457356.0147
729802,2020,4,13,11,45,6XX EXPO BLVD,Central Business District,492090.4755,5458431.2258
573364,2020,7,16,12,0,30XX W 2ND AVE,Kitsilano,487458.5425,5457506.1619
27435,2020,11,9,5,10,3XX W GEORGIA ST,Central Business District,491659.3965,5458620.2104
514367,2020,1,3,17,0,15XX HARO ST,West End,490386.3557,5459483.2262
427408,2020,4,9,16,45,7XX E 38TH AVE,Kensington-Cedar Cottage,493518.4614,5453664.5331
75169,2020,1,4,10,2,28XX HEATHER ST,Fairview,491266.7485,5456366.8946
655862,2020,1,10,12,0,8XX AVISON WAY,Stanley Park,490530.9566,5460905.9269
97715,2020,2,4,14,33,57XX NANAIMO ST,Victoria-Fraserview,495711.2996,5453252.5943
53743,2020,12,20,2,0,15XX COMOX ST,West End,490108.8734,5459282.3087
75709,2020,4,22,15,0,28XX W 8TH AVE,Kitsilano,487669.7245,5456933.3729
498786,2020,2,28,2,0,12XX HOWE ST,Central Business District,490659.2881,5458250.3928
584974,2020,12,29,7,30,36XX COMMERCIAL ST,Kensington-Cedar Cottage,495042.9285,5455502.0738
356993,2020,11,9,17,0,2XX W 62ND AVE,Marpole,491923.6626,5451276.0197
265262,2020,1,25,0,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
444322,2020,12,17,3,57,8X W PENDER ST,Central Business District,492214.4911,5458700.8484
672094,2020,7,31,22,30,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
21974,2020,10,21,15,0,2XX E 14TH AVE,Mount Pleasant,492713.4506,5456189.1832
604338,2020,12,9,9,0,4XX GREENSBORO PL,Oakridge,491610.2411,5452341.3355
794527,2020,3,24,12,48,DENMAN ST / ROBSON ST,West End,490148.0,5459867.0
456474,2020,7,28,10,33,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
667021,2020,2,13,14,0,9XX E HASTINGS ST,Strathcona,493841.0207,5458697.4081
407655,2020,5,16,13,56,5XX W HASTINGS ST,Central Business District,491827.083,5459079.5453
188331,2020,2,20,16,0,79XX OAK ST,Marpole,490522.6712,5451207.6303
288207,2020,9,11,15,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
278086,2020,1,29,19,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
500741,2020,3,6,19,30,12XX ROBSON ST,West End,490740.6514,5459287.6289
581618,2020,2,12,17,19,34XX TRAFALGAR ST,Arbutus Ridge,487980.4326,5455908.8399
630944,2020,9,8,23,30,6X E 58TH AVE,Sunset,492375.0195,5451656.0956
72858,2020,10,20,17,0,26XX NANAIMO ST,Renfrew-Collingwood,495887.66,5456469.0117
698085,2020,2,9,21,0,PACIFIC ST / RICHARDS ST,Central Business District,490724.3202,5457894.4163
444205,2020,4,13,20,2,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
16598,2020,1,4,1,55,20XX WALL ST,Grandview-Woodland,495375.017,5459139.7935
579592,2020,9,15,20,0,33XX WINDERMERE ST,Renfrew-Collingwood,497343.9014,5455772.3018
224564,2020,6,21,21,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
234872,2020,4,19,16,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
226881,2020,6,9,6,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
486372,2020,10,22,16,0,10XX W WATERFRONT RD,Central Business District,491440.0383,5459565.7683
391545,2020,1,5,22,10,4XX ROBSON ST,Central Business District,491440.4896,5458594.8743
662502,2020,11,24,1,0,8XX W 10TH AVE,Fairview,491094.8736,5456634.6265
573805,2020,4,4,20,0,31XX E 15TH AVE,Renfrew-Collingwood,497290.5546,5455962.6858
391548,2020,1,8,22,30,4XX ROBSON ST,Central Business District,491440.4896,5458594.8743
482097,2020,4,26,22,0,10XX MARINASIDE CRES,Central Business District,491477.7038,5457857.4994
801032,2020,1,31,23,55,KINGSWAY AVE / EARLES ST,Renfrew-Collingwood,496446.0,5453866.0
361491,2020,11,22,20,47,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
82608,2020,8,31,6,0,34XX E 48TH AVE,Killarney,497734.4887,5452500.4359
150594,2020,1,1,2,55,27XX W 15TH AVE,Kitsilano,487877.1034,5456225.6778
27461,2020,4,24,2,50,3XX W HASTINGS ST,Central Business District,491936.093,5458957.404
370107,2020,3,13,17,32,36XX W 10TH AVE,Kitsilano,486488.0313,5456767.307
144124,2020,5,31,14,49,22XX E 10TH AVE,Kensington-Cedar Cottage,495654.7218,5456500.0855
589208,2020,12,12,22,0,3X N SLOCAN ST,Hastings-Sunrise,496417.7438,5459153.6396
508716,2020,1,5,20,0,14XX DAVIE ST,West End,490053.011,5459031.0216
276129,2020,1,23,14,0,OFFSET TO PROTECT PRIVACY,Marpole,0.0,0.0
539041,2020,1,29,2,0,1XX W HASTINGS ST,Central Business District,492113.5506,5458842.8375
73631,2020,11,30,15,30,27XX E 27TH AVE,Renfrew-Collingwood,496516.3909,5454829.1067
3595,2020,2,2,11,1,11XX NELSON ST,West End,490616.8269,5458944.3404
539480,2020,1,5,10,45,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
606210,2020,2,18,8,0,4XX SEYMOUR ST,Central Business District,491758.4392,5459079.5866
713414,2020,12,9,18,0,16XX W 3RD AVE,Fairview,489638.9852,5457357.6488
556595,2020,8,31,19,0,25XX PENTICTON ST,Renfrew-Collingwood,496138.8977,5456546.4492
727143,2020,2,26,7,0,53XX MCKINNON ST,Renfrew-Collingwood,497292.0553,5453645.3692
323729,2020,8,12,16,17,18XX PANDORA ST,Grandview-Woodland,495081.2213,5458920.6364
176826,2020,2,25,8,27,5X KEEFER PL,Central Business District,492248.5734,5458541.2202
34155,2020,10,5,15,28,5XX W KING EDWARD AVE,South Cambie,491543.6364,5455154.9745
577706,2020,3,24,23,20,33XX AUSTREY AVE,Renfrew-Collingwood,497408.3316,5453926.9792
715412,2020,8,3,19,30,19XX W 4TH AVE,Kitsilano,489183.9606,5457261.0312
660999,2020,3,24,21,0,8XX POWELL ST,Strathcona,493670.2612,5458910.159
255200,2020,5,29,11,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
735465,2020,3,18,19,30,BRUNSWICK ST / E 6TH AVE,Mount Pleasant,492948.1707,5456968.6991
704978,2020,6,28,14,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
539481,2020,1,22,8,30,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
220144,2020,9,10,20,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
